A lampada foi 'Desligado(a)'. [date: 2022-12-16, time: 16:05:00.702802]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 16:05:00.889965]
A lampada foi 'Desligado(a)'. [date: 2022-12-16, time: 16:05:00.891731]
usuário pediu para acionar/desligar 'air-condicionado'. [date: 2022-12-16, time: 16:05:01.703791]
O ar-condicionado foi 'Desligado(a)'. [date: 2022-12-16, time: 16:05:01.705352]
usuário pediu para acionar/desligar 'projetor'. [date: 2022-12-16, time: 16:05:01.892596]
O projetor foi 'Desligado(a)'. [date: 2022-12-16, time: 16:05:01.894555]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:02.705933]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:02.895516]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:10.714427]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:13.717975]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:17.911038]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 16:05:18.723705]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 16:05:18.725277]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 16:05:19.726235]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 16:05:19.727741]
usuário pediu para acionar/desligar 'air-condicionado'. [date: 2022-12-16, time: 16:05:19.913542]
O ar-condicionado foi 'Ligado(a)'. [date: 2022-12-16, time: 16:05:19.915367]
usuário pediu para acionar/desligar 'projetor'. [date: 2022-12-16, time: 16:05:20.728721]
O projetor foi 'Ligado(a)'. [date: 2022-12-16, time: 16:05:20.730372]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:20.916191]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:21.731389]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:21.917874]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:22.733002]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:05:22.919485]
